Movie_number,Description
117169,"This action-adventure follows the journey of a Japanese martial artist Toshi, who goes undercover for the NYPD."
106402,"Dr. Stephanie Lyell works for Neurological Research, and is testing a seemingly safe personality-altering drug on Marc Gilmour a notorious Serial Killer. But when a pair of bizarre suicides occur at Dr. Lyell's apartment complex, Homicide Detective Terry Hamilton connects the mys... Read all"
110671,"When Ninas husband goes off for a few weeks to work, she meets and starts seeing a photographer. This story is told as an interview by a journalist writing about adultery who is talking with both Nina and the photographer in separate interviews. Through him, we learn much about t... Read all"
110632,Two victims of traumatized childhoods become lovers and psychopathic serial murderers irresponsibly glorified by the mass media.
110737,"As a teen, Faith was told that her destiny is a man named Damon Bradley. Years later - Faith is about to marry another man - a Damon Bradley calls to wish them all the best. Faith blows off the wedding and follows Damon to Italy."
110729,A family descended from Maori warriors is bedeviled by a violent father and the societal problems of being treated as outcasts.
114151,"First time out of Michigan, Lily starts art school in LA and shares a house with other young artistic people. Both her teacher and a roomie/classmate show interest in her."
114069,Army doctors struggle to find a cure for a deadly virus spreading throughout a California town that was brought to America by an African monkey.
110413,"Mathilda, a 12-year-old girl, is reluctantly taken in by Léon, a professional assassin, after her family is murdered. An unusual relationship forms as she becomes his protégée and learns the assassin's trade."
114113,"In 1980, USA opens to Cuban refugees. Once in Miami, Dorita tries to create a Perez ""family"" of 3 to get a sponsor. She wants Juan to be her ""husband"" - plus a ""son"" or ""dad""."
114210,"A pastry boy and the son of a hair-piece mogul become involved in an arson scandal. Sergio (John Leguizamo) is offered a bribe in exchange for taking the blame for the fire that destroyed his workplace. Garet (William Baldwin), the real arsonist, is apalled that someone else woul... Read all"
110912,"The lives of two mob hitmen, a boxer, a gangster and his wife, and a pair of diner bandits intertwine in four tales of violence and redemption."
105652,"All the while, Master Chu tries to find his place in the foreign American world."
110889,"A homosexual Catholic priest finds out during confessional that a young girl is being sexually abused by her father, and has to decide how to deal with both that secret and his own."
110932,"A young lawyer, Richard Goodwin, investigates a potentially fixed game show. Charles Van Doren, a big time show winner, is under Goodwin's investigation."
114129,Riyo marries a man more than twice her age. She is devastated and labors in the sugar cane field. At the end she is able to love her husband.
110963,"Young Queen Margot finds herself trapped in an arranged marriage amidst a religious war between Catholics and Protestants. She hopes to escape with a new lover, but finds herself imprisoned by her powerful and ruthless family."
114214,"A female gunfighter returns to a frontier town where a dueling tournament is being held, which she enters in an effort to avenge her father's death."
114296,An elderly yet young-at-heart man moves in with his grandson and both their lives turn upside-down.
110907,A chronicle of the interconnected lives of a group of people in the lead up to Paris Fashion Week.
111495,A model discovers a retired judge is keen on invading people's privacy.
108394,A woman struggles to find a way to live her life after the death of her husband and child.
111507,"After his wife divorces him, a Polish immigrant plots to get even with her."
114268,"Harry Habert, owner of a rent office has an original idea: To rent babies from a nearby orphanage to the local families. He rents the Ward brothers to his first customers."
110965,Just why are people surrounding Adam Pratman dropping down dead? Is this five year old really a murderous sociopath?
114571,A self-help advocate struggles to put his dysfunctional family in its place.
